game_number,server_name,scores,ranking,tournament_scores,num_players,map,map_rivers_count,map_sites_count,map_mines_count,name,param1,param2,param3,param4
29,UberAi,502,1,2,3,Sierpinski-triangle.json,81,42,3,9412f838a012460c8309d3e152edf861,0.008743671654964258,0.8862524472053822,0.7245013445560068,0.6386432266268599
29,UberAi,981,0,3,3,Sierpinski-triangle.json,81,42,3,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
29,UberAi,343,2,1,3,Sierpinski-triangle.json,81,42,3,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
30,UberAi,740,2,2,4,randomSparse.json,123,86,4,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
30,UberAi,1074,1,3,4,randomSparse.json,123,86,4,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
30,UberAi,3631,0,4,4,randomSparse.json,123,86,4,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
30,UberAi,728,3,1,4,randomSparse.json,123,86,4,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
31,UberAi,15406,3,13,16,oxford-sparse.json,1132,614,1,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
31,UberAi,12496,2,14,16,oxford-sparse.json,1132,614,1,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
31,UberAi,18824,0,16,16,oxford-sparse.json,1132,614,1,e69baa8c75ad49dfb2c592c54f7b6884,0.26616519972644914,0.49920912198073675,0.20570342339913383,0.3332006504968721
31,UberAi,19290,1,15,16,oxford-sparse.json,1132,614,1,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
31,UberAi,0,4,12,16,oxford-sparse.json,1132,614,1,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
31,UberAi,0,5,11,16,oxford-sparse.json,1132,614,1,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
31,UberAi,0,6,10,16,oxford-sparse.json,1132,614,1,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
31,UberAi,0,7,9,16,oxford-sparse.json,1132,614,1,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
31,UberAi,0,8,8,16,oxford-sparse.json,1132,614,1,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
31,UberAi,0,9,7,16,oxford-sparse.json,1132,614,1,9412f838a012460c8309d3e152edf861,0.008743671654964258,0.8862524472053822,0.7245013445560068,0.6386432266268599
31,UberAi,0,10,6,16,oxford-sparse.json,1132,614,1,96734a510d1d495ca48d7ae0fc9b0e0d,0.2740022556259928,0.5928846398037566,0.7078135907243868,0.9628948766013017
31,UberAi,0,11,5,16,oxford-sparse.json,1132,614,1,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
31,UberAi,0,12,4,16,oxford-sparse.json,1132,614,1,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
31,UberAi,0,13,3,16,oxford-sparse.json,1132,614,1,e69baa8c75ad49dfb2c592c54f7b6884,0.26616519972644914,0.49920912198073675,0.20570342339913383,0.3332006504968721
31,UberAi,0,14,2,16,oxford-sparse.json,1132,614,1,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
31,UberAi,0,15,1,16,oxford-sparse.json,1132,614,1,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
32,UberAi,3695,7,1,8,tube.json,386,301,5,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
32,UberAi,3269,4,4,8,tube.json,386,301,5,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
32,UberAi,3470,3,5,8,tube.json,386,301,5,9412f838a012460c8309d3e152edf861,0.008743671654964258,0.8862524472053822,0.7245013445560068,0.6386432266268599
32,UberAi,4275,0,8,8,tube.json,386,301,5,1f5f862af3474c69a4ee9508172c1951,0.06015814500756922,0.6398485103205623,0.9676629212169576,0.17738266539471748
32,UberAi,4495,2,6,8,tube.json,386,301,5,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
32,UberAi,3053,1,7,8,tube.json,386,301,5,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
32,UberAi,1904,5,3,8,tube.json,386,301,5,9412f838a012460c8309d3e152edf861,0.008743671654964258,0.8862524472053822,0.7245013445560068,0.6386432266268599
32,UberAi,9850,6,2,8,tube.json,386,301,5,96734a510d1d495ca48d7ae0fc9b0e0d,0.2740022556259928,0.5928846398037566,0.7078135907243868,0.9628948766013017
34,UberAi,209,3,1,4,lambda.json,60,38,4,1f5f862af3474c69a4ee9508172c1951,0.06015814500756922,0.6398485103205623,0.9676629212169576,0.17738266539471748
34,UberAi,230,1,3,4,lambda.json,60,38,4,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
34,UberAi,35,0,4,4,lambda.json,60,38,4,f4c00e5a674e4bcea24e1bc747dfe5e0,0.8077834722534925,0.2311616466715073,0.15864520193148612,0.5443586779359575
34,UberAi,472,2,2,4,lambda.json,60,38,4,f4c00e5a674e4bcea24e1bc747dfe5e0,0.8077834722534925,0.2311616466715073,0.15864520193148612,0.5443586779359575
35,UberAi,25,0,2,2,sample.json,12,8,2,1f5f862af3474c69a4ee9508172c1951,0.06015814500756922,0.6398485103205623,0.9676629212169576,0.17738266539471748
35,UberAi,25,1,1,2,sample.json,12,8,2,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
36,UberAi,30,0,2,2,sample.json,12,8,2,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
36,UberAi,30,1,1,2,sample.json,12,8,2,96734a510d1d495ca48d7ae0fc9b0e0d,0.2740022556259928,0.5928846398037566,0.7078135907243868,0.9628948766013017
37,UberAi,1347,1,2,3,Sierpinski-triangle.json,81,42,3,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
37,UberAi,1455,2,1,3,Sierpinski-triangle.json,81,42,3,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
37,UberAi,1450,0,3,3,Sierpinski-triangle.json,81,42,3,f4c00e5a674e4bcea24e1bc747dfe5e0,0.8077834722534925,0.2311616466715073,0.15864520193148612,0.5443586779359575
38,UberAi,1455,2,1,3,Sierpinski-triangle.json,81,42,3,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
38,UberAi,1403,0,3,3,Sierpinski-triangle.json,81,42,3,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
38,UberAi,1457,1,2,3,Sierpinski-triangle.json,81,42,3,f7d349e738c140338a63e45dae531884,0.7917394217928531,0.05781142327324029,0.8195880332161609,0.10434084110857911
39,UberAi,1358,3,1,4,randomSparse.json,123,86,4,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
39,UberAi,1079,0,4,4,randomSparse.json,123,86,4,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
39,UberAi,996,1,3,4,randomSparse.json,123,86,4,891059acf3d44dfda569e9e47d96641c,0.7355179170601728,0.1874595476520703,0.9932062440947008,0.7212946521450874
39,UberAi,1553,2,2,4,randomSparse.json,123,86,4,435f671554fb4c1d886032d57f2f0dfe,0.37310333329422096,0.7306853233628844,0.7298559014174076,0.4490481775690526
41,UberAi,66243,4,4,8,boston-sparse.json,945,488,8,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
41,UberAi,3880,0,8,8,boston-sparse.json,945,488,8,e69baa8c75ad49dfb2c592c54f7b6884,0.26616519972644914,0.49920912198073675,0.20570342339913383,0.3332006504968721
41,UberAi,23338,3,5,8,boston-sparse.json,945,488,8,1f5f862af3474c69a4ee9508172c1951,0.06015814500756922,0.6398485103205623,0.9676629212169576,0.17738266539471748
41,UberAi,59352,6,2,8,boston-sparse.json,945,488,8,4619a3e702694d83be955cce0c35d6e2,0.6634186259539822,0.5146011477428268,0.9790363163621182,0.7974503978987091
41,UberAi,82179,7,1,8,boston-sparse.json,945,488,8,7901532b6d3a44f58591c8fd936f0f20,0.8137949340567439,0.5101220958709811,0.36863986258875936,0.06629064549806774
41,UberAi,4794,2,6,8,boston-sparse.json,945,488,8,96734a510d1d495ca48d7ae0fc9b0e0d,0.2740022556259928,0.5928846398037566,0.7078135907243868,0.9628948766013017
