game_number,server_name,scores,ranking,tournament_scores,num_players,map,map_rivers_count,map_sites_count,map_mines_count,name,param1
418,LochKillerAi,2719,2,6,8,tube.json,386,301,5,LochKillerAi,NA
418,Futurer,2826,6,2,8,tube.json,386,301,5,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
418,LochKillerAi,1334,4,4,8,tube.json,386,301,5,LochKillerAi,NA
418,ConnectClosestMinesAi,3972,3,5,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
418,ConnectClosestMinesAi,7539,5,3,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
419,ConnectClosestMinesAi,7498,6,2,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
419,LochKillerAi,1333,0,8,8,tube.json,386,301,5,LochKillerAi,NA
419,ConnectClosestMinesAi,5612,2,6,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
419,ConnectClosestMinesAi,4585,3,5,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
419,LochKillerAi,1489,5,3,8,tube.json,386,301,5,LochKillerAi,NA
419,ConnectClosestMinesAi,4115,4,4,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
419,Futurer,7632,1,7,8,tube.json,386,301,5,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
419,ConnectClosestMinesAi,890,7,1,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
420,ConnectClosestMinesAi,5630,0,8,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
420,LochKillerAi,3258,2,6,8,tube.json,386,301,5,LochKillerAi,NA
420,LochKillerAi,5597,6,2,8,tube.json,386,301,5,LochKillerAi,NA
420,LochKillerAi,4712,3,5,8,tube.json,386,301,5,LochKillerAi,NA
420,LochKillerAi,1070,7,1,8,tube.json,386,301,5,LochKillerAi,NA
420,LochKillerAi,1355,1,7,8,tube.json,386,301,5,LochKillerAi,NA
420,LochKillerAi,4858,5,3,8,tube.json,386,301,5,LochKillerAi,NA
420,Futurer,4645,4,4,8,tube.json,386,301,5,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
421,LochKillerAi,2983,2,6,8,tube.json,386,301,5,LochKillerAi,NA
421,ConnectClosestMinesAi,4727,4,4,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
421,ConnectClosestMinesAi,4944,1,7,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
421,Futurer,2662,7,1,8,tube.json,386,301,5,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
421,ConnectClosestMinesAi,4931,0,8,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
421,LochKillerAi,734,3,5,8,tube.json,386,301,5,LochKillerAi,NA
421,LochKillerAi,1552,6,2,8,tube.json,386,301,5,LochKillerAi,NA
421,LochKillerAi,4105,5,3,8,tube.json,386,301,5,LochKillerAi,NA
422,LochKillerAi,15416,0,16,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
422,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,Futurer,8429,2,14,16,oxford-sparse.json,1132,614,1,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
422,LochKillerAi,11987,1,15,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
422,LochKillerAi,0,4,12,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
422,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
422,ConnectClosestMinesAi,0,6,10,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
422,ConnectClosestMinesAi,0,8,8,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,9,7,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,10,6,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,11,5,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
422,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,LochKillerAi,15416,0,16,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,LochKillerAi,7889,3,13,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,LochKillerAi,0,4,12,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,ConnectClosestMinesAi,0,5,11,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,Futurer,0,7,9,16,oxford-sparse.json,1132,614,1,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
423,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,ConnectClosestMinesAi,0,9,7,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,LochKillerAi,0,10,6,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,LochKillerAi,0,12,4,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
423,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
423,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,LochKillerAi,0,4,12,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
424,ConnectClosestMinesAi,0,5,11,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,Futurer,0,6,10,16,oxford-sparse.json,1132,614,1,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
424,ConnectClosestMinesAi,0,7,9,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
424,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
424,LochKillerAi,0,10,6,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
424,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
424,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
424,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,LochKillerAi,8429,2,14,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,ConnectClosestMinesAi,0,5,11,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,Futurer,0,10,6,16,oxford-sparse.json,1132,614,1,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
425,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
425,LochKillerAi,0,14,2,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
425,LochKillerAi,0,15,1,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,LochKillerAi,8429,2,14,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,LochKillerAi,11987,1,15,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,Futurer,0,4,12,16,oxford-sparse.json,1132,614,1,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
426,ConnectClosestMinesAi,0,5,11,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,ConnectClosestMinesAi,0,7,9,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,ConnectClosestMinesAi,0,8,8,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,LochKillerAi,0,10,6,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,LochKillerAi,0,12,4,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
426,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
426,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
427,LochKillerAi,23400,15,1,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,ConnectClosestMinesAi,33240,4,12,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
427,LochKillerAi,54896,6,10,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,ConnectClosestMinesAi,48696,2,14,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
427,ConnectClosestMinesAi,59371,3,13,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
427,ConnectClosestMinesAi,41973,5,11,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
427,LochKillerAi,57037,11,5,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,LochKillerAi,6745,13,3,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,LochKillerAi,2602,1,15,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,LochKillerAi,26233,14,2,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,LochKillerAi,17057,9,7,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,ConnectClosestMinesAi,40356,0,16,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
427,LochKillerAi,10626,10,6,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,LochKillerAi,33263,12,4,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
427,Futurer,30894,7,9,16,edinburgh-sparse.json,1751,961,32,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
427,ConnectClosestMinesAi,106172,8,8,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
428,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,LochKillerAi,7889,3,13,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,LochKillerAi,8429,2,14,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,LochKillerAi,0,4,12,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,ConnectClosestMinesAi,0,8,8,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,ConnectClosestMinesAi,0,9,7,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,ConnectClosestMinesAi,0,10,6,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,ConnectClosestMinesAi,0,11,5,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,LochKillerAi,0,12,4,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
428,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
428,Futurer,0,15,1,16,oxford-sparse.json,1132,614,1,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
429,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,LochKillerAi,8429,2,14,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,ConnectClosestMinesAi,0,6,10,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,ConnectClosestMinesAi,0,9,7,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,LochKillerAi,0,10,6,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,LochKillerAi,0,12,4,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
429,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
429,Futurer,0,14,2,16,oxford-sparse.json,1132,614,1,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
429,LochKillerAi,0,15,1,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,LochKillerAi,7889,3,13,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,LochKillerAi,11987,1,15,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,0,6,10,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,Futurer,0,10,6,16,oxford-sparse.json,1132,614,1,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
430,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
430,LochKillerAi,0,14,2,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
430,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,LochKillerAi,15416,0,16,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,ConnectClosestMinesAi,7889,3,13,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,0,5,11,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,0,6,10,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,Futurer,0,10,6,16,oxford-sparse.json,1132,614,1,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
431,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
431,LochKillerAi,0,14,2,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
431,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,Futurer,7889,3,13,16,oxford-sparse.json,1132,614,1,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
432,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,11987,1,15,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
432,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
432,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
432,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
432,ConnectClosestMinesAi,0,9,7,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,0,10,6,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,0,11,5,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,ConnectClosestMinesAi,0,13,3,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
432,LochKillerAi,0,14,2,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
432,LochKillerAi,0,15,1,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
433,ConnectClosestMinesAi,72459,10,6,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,ConnectClosestMinesAi,82828,11,5,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,LochKillerAi,23265,8,8,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,15913,1,15,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,7401,0,16,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,42430,15,1,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,ConnectClosestMinesAi,22230,12,4,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,LochKillerAi,10143,5,11,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,ConnectClosestMinesAi,86196,9,7,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,Futurer,34208,14,2,16,edinburgh-sparse.json,1751,961,32,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
433,ConnectClosestMinesAi,108340,2,14,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,ConnectClosestMinesAi,88526,6,10,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
433,LochKillerAi,67527,3,13,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,4790,7,9,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,29247,4,12,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
433,LochKillerAi,68143,13,3,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
434,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,LochKillerAi,7889,3,13,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,ConnectClosestMinesAi,8429,2,14,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,LochKillerAi,11987,1,15,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,ConnectClosestMinesAi,0,4,12,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,Futurer,0,5,11,16,oxford-sparse.json,1132,614,1,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
434,ConnectClosestMinesAi,0,6,10,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,LochKillerAi,0,7,9,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,LochKillerAi,0,8,8,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,ConnectClosestMinesAi,0,10,6,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,LochKillerAi,0,11,5,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,ConnectClosestMinesAi,0,12,4,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,LochKillerAi,0,13,3,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
434,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
434,ConnectClosestMinesAi,0,15,1,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
435,LochKillerAi,4630,11,5,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,ConnectClosestMinesAi,44292,9,7,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,LochKillerAi,7089,15,1,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,ConnectClosestMinesAi,44666,10,6,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,LochKillerAi,3669,3,13,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,LochKillerAi,11649,1,15,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,ConnectClosestMinesAi,43664,6,10,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,LochKillerAi,21704,12,4,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,LochKillerAi,17726,7,9,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,ConnectClosestMinesAi,96229,8,8,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,ConnectClosestMinesAi,79279,14,2,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,ConnectClosestMinesAi,135087,5,11,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
435,Futurer,34854,13,3,16,edinburgh-sparse.json,1751,961,32,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
435,LochKillerAi,9549,2,14,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,LochKillerAi,16995,0,16,16,edinburgh-sparse.json,1751,961,32,LochKillerAi,NA
435,ConnectClosestMinesAi,95311,4,12,16,edinburgh-sparse.json,1751,961,32,ConnectClosestMinesAi,NA
436,ConnectClosestMinesAi,15416,0,16,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
436,LochKillerAi,7889,3,13,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,LochKillerAi,8429,2,14,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,LochKillerAi,11987,1,15,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,LochKillerAi,0,4,12,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,LochKillerAi,0,5,11,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,LochKillerAi,0,6,10,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,ConnectClosestMinesAi,0,7,9,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
436,ConnectClosestMinesAi,0,8,8,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
436,LochKillerAi,0,9,7,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,ConnectClosestMinesAi,0,10,6,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
436,ConnectClosestMinesAi,0,11,5,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
436,LochKillerAi,0,12,4,16,oxford-sparse.json,1132,614,1,LochKillerAi,NA
436,Futurer,0,13,3,16,oxford-sparse.json,1132,614,1,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
436,ConnectClosestMinesAi,0,14,2,16,oxford-sparse.json,1132,614,1,ConnectClosestMinesAi,NA
