game_number,server_name,scores,ranking,tournament_scores,num_players,map,map_rivers_count,map_sites_count,map_mines_count,name,param1
0,Futurer,7048,0,4,4,randomMedium.json,187,97,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
0,LochKillerAi,3775,1,3,4,randomMedium.json,187,97,4,LochKillerAi,NA
0,LochKillerAi,2353,3,1,4,randomMedium.json,187,97,4,LochKillerAi,NA
0,ConnectClosestMinesAi,2944,2,2,4,randomMedium.json,187,97,4,ConnectClosestMinesAi,NA
1,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
1,Futurer,27,0,2,2,sample.json,12,8,2,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
2,ConnectClosestMinesAi,25,0,2,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
2,Futurer,25,1,1,2,sample.json,12,8,2,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
3,LochKillerAi,13324,5,3,8,boston-sparse.json,945,488,8,LochKillerAi,NA
3,ConnectClosestMinesAi,47805,1,7,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
3,LochKillerAi,13050,7,1,8,boston-sparse.json,945,488,8,LochKillerAi,NA
3,LochKillerAi,10768,6,2,8,boston-sparse.json,945,488,8,LochKillerAi,NA
3,LochKillerAi,16835,4,4,8,boston-sparse.json,945,488,8,LochKillerAi,NA
3,Futurer,72627,0,8,8,boston-sparse.json,945,488,8,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
3,ConnectClosestMinesAi,19366,2,6,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
3,ConnectClosestMinesAi,23136,3,5,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
4,LochKillerAi,1329,0,3,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
4,LochKillerAi,807,2,1,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
4,Futurer,1015,1,2,3,Sierpinski-triangle.json,81,42,3,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
5,ConnectClosestMinesAi,1568,3,1,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
5,LochKillerAi,796,0,4,4,randomSparse.json,123,86,4,LochKillerAi,NA
5,LochKillerAi,1114,2,2,4,randomSparse.json,123,86,4,LochKillerAi,NA
5,Futurer,2016,1,3,4,randomSparse.json,123,86,4,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
6,Futurer,27,0,2,2,sample.json,12,8,2,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
6,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
7,Futurer,27,0,2,2,sample.json,12,8,2,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
7,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
8,LochKillerAi,1329,0,3,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
8,LochKillerAi,807,2,1,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
8,Futurer,1015,1,2,3,Sierpinski-triangle.json,81,42,3,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
9,Futurer,25,0,2,2,sample.json,12,8,2,ddd701ad0fb541acb536083b75bfc452,0.7258233705463151
9,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
10,Futurer,25,0,2,2,sample.json,12,8,2,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
10,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
11,LochKillerAi,1396,2,1,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
11,Futurer,1342,0,3,3,Sierpinski-triangle.json,81,42,3,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
11,LochKillerAi,1446,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
12,Futurer,1438,0,3,3,Sierpinski-triangle.json,81,42,3,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
12,ConnectClosestMinesAi,1382,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
12,LochKillerAi,1436,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
13,Futurer,25,0,2,2,sample.json,12,8,2,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
13,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
14,Futurer,6536,0,4,4,randomMedium.json,187,97,4,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
14,ConnectClosestMinesAi,6095,1,3,4,randomMedium.json,187,97,4,ConnectClosestMinesAi,NA
14,LochKillerAi,1132,3,1,4,randomMedium.json,187,97,4,LochKillerAi,NA
14,ConnectClosestMinesAi,3712,2,2,4,randomMedium.json,187,97,4,ConnectClosestMinesAi,NA
15,Futurer,25,0,2,2,sample.json,12,8,2,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
15,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
16,ConnectClosestMinesAi,25,0,2,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
16,Futurer,25,1,1,2,sample.json,12,8,2,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
17,ConnectClosestMinesAi,25,0,2,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
17,Futurer,25,1,1,2,sample.json,12,8,2,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
18,ConnectClosestMinesAi,5557,7,1,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
18,ConnectClosestMinesAi,4476,0,8,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
18,ConnectClosestMinesAi,4830,2,6,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
18,ConnectClosestMinesAi,3526,1,7,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
18,ConnectClosestMinesAi,4147,4,4,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
18,LochKillerAi,2596,3,5,8,tube.json,386,301,5,LochKillerAi,NA
18,LochKillerAi,1298,5,3,8,tube.json,386,301,5,LochKillerAi,NA
18,Futurer,8029,6,2,8,tube.json,386,301,5,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
19,ConnectClosestMinesAi,1111,0,3,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
19,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
19,Futurer,661,2,1,3,Sierpinski-triangle.json,81,42,3,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
20,LochKillerAi,11444,2,6,8,boston-sparse.json,945,488,8,LochKillerAi,NA
20,ConnectClosestMinesAi,32433,5,3,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
20,ConnectClosestMinesAi,53390,1,7,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
20,ConnectClosestMinesAi,25973,6,2,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
20,ConnectClosestMinesAi,29708,4,4,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
20,LochKillerAi,37957,3,5,8,boston-sparse.json,945,488,8,LochKillerAi,NA
20,ConnectClosestMinesAi,30404,7,1,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
20,Futurer,16808,0,8,8,boston-sparse.json,945,488,8,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
21,LochKillerAi,12158,7,1,8,boston-sparse.json,945,488,8,LochKillerAi,NA
21,Futurer,36817,2,6,8,boston-sparse.json,945,488,8,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
21,LochKillerAi,37348,1,7,8,boston-sparse.json,945,488,8,LochKillerAi,NA
21,LochKillerAi,13492,5,3,8,boston-sparse.json,945,488,8,LochKillerAi,NA
21,ConnectClosestMinesAi,14950,6,2,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
21,LochKillerAi,29053,4,4,8,boston-sparse.json,945,488,8,LochKillerAi,NA
21,ConnectClosestMinesAi,19851,3,5,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
21,LochKillerAi,59817,0,8,8,boston-sparse.json,945,488,8,LochKillerAi,NA
22,LochKillerAi,1196,3,1,4,randomSparse.json,123,86,4,LochKillerAi,NA
22,LochKillerAi,1249,1,3,4,randomSparse.json,123,86,4,LochKillerAi,NA
22,LochKillerAi,833,0,4,4,randomSparse.json,123,86,4,LochKillerAi,NA
22,Futurer,4033,2,2,4,randomSparse.json,123,86,4,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
23,Futurer,833,1,3,4,randomSparse.json,123,86,4,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
23,ConnectClosestMinesAi,4194,2,2,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
23,ConnectClosestMinesAi,2215,0,4,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
23,LochKillerAi,676,3,1,4,randomSparse.json,123,86,4,LochKillerAi,NA
24,Futurer,772,2,2,4,lambda.json,60,38,4,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
24,LochKillerAi,672,0,4,4,lambda.json,60,38,4,LochKillerAi,NA
24,ConnectClosestMinesAi,1052,3,1,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
24,ConnectClosestMinesAi,723,1,3,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
25,ConnectClosestMinesAi,1096,0,4,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
25,LochKillerAi,714,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
25,LochKillerAi,144,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
25,Futurer,784,2,2,4,lambda.json,60,38,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
26,Futurer,25,0,2,2,sample.json,12,8,2,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
26,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
27,Futurer,25,0,2,2,sample.json,12,8,2,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
27,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
28,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
28,Futurer,1111,0,3,3,Sierpinski-triangle.json,81,42,3,ddd701ad0fb541acb536083b75bfc452,0.7258233705463151
28,ConnectClosestMinesAi,661,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
29,Futurer,25,0,2,2,sample.json,12,8,2,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
29,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
30,ConnectClosestMinesAi,1568,3,1,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
30,LochKillerAi,796,0,4,4,randomSparse.json,123,86,4,LochKillerAi,NA
30,LochKillerAi,1114,2,2,4,randomSparse.json,123,86,4,LochKillerAi,NA
30,Futurer,2016,1,3,4,randomSparse.json,123,86,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
31,Futurer,5355,0,4,4,randomSparse.json,123,86,4,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
31,LochKillerAi,1196,2,2,4,randomSparse.json,123,86,4,LochKillerAi,NA
31,LochKillerAi,1249,1,3,4,randomSparse.json,123,86,4,LochKillerAi,NA
31,LochKillerAi,138,3,1,4,randomSparse.json,123,86,4,LochKillerAi,NA
32,ConnectClosestMinesAi,1067,0,3,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
32,ConnectClosestMinesAi,1067,1,2,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
32,Futurer,1067,2,1,3,Sierpinski-triangle.json,81,42,3,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
33,ConnectClosestMinesAi,25,0,2,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
33,Futurer,25,1,1,2,sample.json,12,8,2,ddd701ad0fb541acb536083b75bfc452,0.7258233705463151
34,LochKillerAi,2933,6,2,8,tube.json,386,301,5,LochKillerAi,NA
34,ConnectClosestMinesAi,3860,1,7,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
34,Futurer,3443,2,6,8,tube.json,386,301,5,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
34,LochKillerAi,1152,4,4,8,tube.json,386,301,5,LochKillerAi,NA
34,LochKillerAi,3365,5,3,8,tube.json,386,301,5,LochKillerAi,NA
34,ConnectClosestMinesAi,3029,0,8,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
34,ConnectClosestMinesAi,5041,7,1,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
34,LochKillerAi,2115,3,5,8,tube.json,386,301,5,LochKillerAi,NA
35,LochKillerAi,1396,2,1,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
35,Futurer,1342,0,3,3,Sierpinski-triangle.json,81,42,3,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
35,LochKillerAi,1446,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
36,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
36,Futurer,27,0,2,2,sample.json,12,8,2,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
37,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
37,Futurer,1111,0,3,3,Sierpinski-triangle.json,81,42,3,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
37,ConnectClosestMinesAi,661,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
38,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
38,Futurer,1111,0,3,3,Sierpinski-triangle.json,81,42,3,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
38,ConnectClosestMinesAi,661,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
39,LochKillerAi,1393,7,1,8,tube.json,386,301,5,LochKillerAi,NA
39,LochKillerAi,3301,5,3,8,tube.json,386,301,5,LochKillerAi,NA
39,LochKillerAi,2509,3,5,8,tube.json,386,301,5,LochKillerAi,NA
39,ConnectClosestMinesAi,3774,1,7,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
39,ConnectClosestMinesAi,1859,6,2,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
39,LochKillerAi,4208,2,6,8,tube.json,386,301,5,LochKillerAi,NA
39,ConnectClosestMinesAi,3242,4,4,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
39,Futurer,5029,0,8,8,tube.json,386,301,5,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
40,ConnectClosestMinesAi,1585,2,2,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
40,LochKillerAi,784,0,4,4,randomSparse.json,123,86,4,LochKillerAi,NA
40,Futurer,2351,3,1,4,randomSparse.json,123,86,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
40,LochKillerAi,1114,1,3,4,randomSparse.json,123,86,4,LochKillerAi,NA
41,ConnectClosestMinesAi,788,1,3,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
41,ConnectClosestMinesAi,1104,0,4,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
41,Futurer,723,2,2,4,lambda.json,60,38,4,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
41,LochKillerAi,620,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
42,LochKillerAi,191,1,3,4,circle.json,65,27,4,LochKillerAi,NA
42,Futurer,345,3,1,4,circle.json,65,27,4,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
42,ConnectClosestMinesAi,318,2,2,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
42,ConnectClosestMinesAi,322,0,4,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
43,ConnectClosestMinesAi,32754,5,3,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
43,ConnectClosestMinesAi,21452,2,6,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
43,Futurer,53163,0,8,8,boston-sparse.json,945,488,8,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
43,ConnectClosestMinesAi,29643,3,5,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
43,ConnectClosestMinesAi,27351,4,4,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
43,ConnectClosestMinesAi,68785,1,7,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
43,LochKillerAi,10584,7,1,8,boston-sparse.json,945,488,8,LochKillerAi,NA
43,LochKillerAi,19727,6,2,8,boston-sparse.json,945,488,8,LochKillerAi,NA
44,ConnectClosestMinesAi,1067,0,3,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
44,Futurer,1067,1,2,3,Sierpinski-triangle.json,81,42,3,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
44,ConnectClosestMinesAi,1067,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
45,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
45,Futurer,27,0,2,2,sample.json,12,8,2,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
46,LochKillerAi,1329,0,3,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
46,LochKillerAi,807,2,1,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
46,Futurer,1015,1,2,3,Sierpinski-triangle.json,81,42,3,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
47,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
47,Futurer,27,0,2,2,sample.json,12,8,2,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
48,ConnectClosestMinesAi,781,1,3,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
48,ConnectClosestMinesAi,1154,0,4,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
48,ConnectClosestMinesAi,723,3,1,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
48,Futurer,755,2,2,4,lambda.json,60,38,4,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
49,Futurer,833,1,3,4,randomSparse.json,123,86,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
49,ConnectClosestMinesAi,4194,2,2,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
49,ConnectClosestMinesAi,2215,0,4,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
49,LochKillerAi,676,3,1,4,randomSparse.json,123,86,4,LochKillerAi,NA
50,ConnectClosestMinesAi,599,2,2,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
50,ConnectClosestMinesAi,2413,1,3,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
50,ConnectClosestMinesAi,2532,0,4,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
50,Futurer,128,3,1,4,randomSparse.json,123,86,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
51,ConnectClosestMinesAi,25,0,2,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
51,Futurer,25,1,1,2,sample.json,12,8,2,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
52,ConnectClosestMinesAi,1585,2,2,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
52,LochKillerAi,784,0,4,4,randomSparse.json,123,86,4,LochKillerAi,NA
52,Futurer,2351,3,1,4,randomSparse.json,123,86,4,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
52,LochKillerAi,1114,1,3,4,randomSparse.json,123,86,4,LochKillerAi,NA
53,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
53,Futurer,27,0,2,2,sample.json,12,8,2,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
54,ConnectClosestMinesAi,1067,0,3,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
54,ConnectClosestMinesAi,1067,1,2,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
54,Futurer,1067,2,1,3,Sierpinski-triangle.json,81,42,3,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
55,Futurer,1342,2,1,3,Sierpinski-triangle.json,81,42,3,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
55,LochKillerAi,1396,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
55,LochKillerAi,1446,0,3,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
56,LochKillerAi,508,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
56,Futurer,685,2,2,4,lambda.json,60,38,4,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
56,LochKillerAi,624,0,4,4,lambda.json,60,38,4,LochKillerAi,NA
56,LochKillerAi,163,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
57,ConnectClosestMinesAi,1110,0,4,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
57,Futurer,812,1,3,4,lambda.json,60,38,4,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
57,LochKillerAi,714,2,2,4,lambda.json,60,38,4,LochKillerAi,NA
57,LochKillerAi,135,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
58,Futurer,324,0,4,4,circle.json,65,27,4,3bc889e64e3c423a89c4cb958098ebfd,0.37056596377283985
58,ConnectClosestMinesAi,318,1,3,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
58,LochKillerAi,97,3,1,4,circle.json,65,27,4,LochKillerAi,NA
58,ConnectClosestMinesAi,317,2,2,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
59,Futurer,31744,3,5,8,boston-sparse.json,945,488,8,fccb59eb7ba34b69946c86c2614b2423,1.4220741759305093
59,LochKillerAi,20223,5,3,8,boston-sparse.json,945,488,8,LochKillerAi,NA
59,LochKillerAi,22917,0,8,8,boston-sparse.json,945,488,8,LochKillerAi,NA
59,ConnectClosestMinesAi,55534,6,2,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
59,LochKillerAi,13792,2,6,8,boston-sparse.json,945,488,8,LochKillerAi,NA
59,LochKillerAi,31758,1,7,8,boston-sparse.json,945,488,8,LochKillerAi,NA
59,ConnectClosestMinesAi,29435,7,1,8,boston-sparse.json,945,488,8,ConnectClosestMinesAi,NA
59,LochKillerAi,19899,4,4,8,boston-sparse.json,945,488,8,LochKillerAi,NA
60,ConnectClosestMinesAi,1111,0,3,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
60,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
60,Futurer,661,2,1,3,Sierpinski-triangle.json,81,42,3,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
61,Futurer,25,0,2,2,sample.json,12,8,2,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
61,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
62,LochKillerAi,888,3,1,4,randomSparse.json,123,86,4,LochKillerAi,NA
62,LochKillerAi,1085,2,2,4,randomSparse.json,123,86,4,LochKillerAi,NA
62,ConnectClosestMinesAi,1539,1,3,4,randomSparse.json,123,86,4,ConnectClosestMinesAi,NA
62,Futurer,2042,0,4,4,randomSparse.json,123,86,4,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
63,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
63,Futurer,27,0,2,2,sample.json,12,8,2,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
64,Futurer,1096,0,4,4,lambda.json,60,38,4,431cc35435644cb3a67cf799c0127bbb,1.4653627741370043
64,LochKillerAi,714,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
64,LochKillerAi,144,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
64,ConnectClosestMinesAi,784,2,2,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
65,LochKillerAi,311,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
65,ConnectClosestMinesAi,1075,3,1,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
65,Futurer,749,2,2,4,lambda.json,60,38,4,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
65,ConnectClosestMinesAi,810,0,4,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
66,LochKillerAi,516,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
66,LochKillerAi,932,3,1,4,lambda.json,60,38,4,LochKillerAi,NA
66,LochKillerAi,199,0,4,4,lambda.json,60,38,4,LochKillerAi,NA
66,Futurer,658,2,2,4,lambda.json,60,38,4,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
67,LochKillerAi,25,1,1,2,sample.json,12,8,2,LochKillerAi,NA
67,Futurer,27,0,2,2,sample.json,12,8,2,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
68,LochKillerAi,141,1,3,4,circle.json,65,27,4,LochKillerAi,NA
68,LochKillerAi,339,2,2,4,circle.json,65,27,4,LochKillerAi,NA
68,Futurer,326,3,1,4,circle.json,65,27,4,7227eb5dcfbe415e9a7728411580d95f,1.9713685156955942
68,LochKillerAi,165,0,4,4,circle.json,65,27,4,LochKillerAi,NA
69,Futurer,25,0,2,2,sample.json,12,8,2,8aa2c0d775944eac8262b16c7fc88611,0.6475353243675469
69,ConnectClosestMinesAi,25,1,1,2,sample.json,12,8,2,ConnectClosestMinesAi,NA
70,Futurer,1342,2,1,3,Sierpinski-triangle.json,81,42,3,fb2106356e5d487885b3da00ce373c3b,1.3959601555051622
70,LochKillerAi,1396,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
70,LochKillerAi,1446,0,3,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
71,Futurer,1111,0,3,3,Sierpinski-triangle.json,81,42,3,8589387ad3374698b3a534f20bd967c8,1.2783177021733902
71,LochKillerAi,1062,1,2,3,Sierpinski-triangle.json,81,42,3,LochKillerAi,NA
71,ConnectClosestMinesAi,661,2,1,3,Sierpinski-triangle.json,81,42,3,ConnectClosestMinesAi,NA
72,LochKillerAi,311,1,3,4,lambda.json,60,38,4,LochKillerAi,NA
72,ConnectClosestMinesAi,1075,3,1,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
72,ConnectClosestMinesAi,749,2,2,4,lambda.json,60,38,4,ConnectClosestMinesAi,NA
72,Futurer,810,0,4,4,lambda.json,60,38,4,8459918ba44247c0a9990417faa2b9d6,1.6412709842705626
73,ConnectClosestMinesAi,324,0,4,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
73,LochKillerAi,97,3,1,4,circle.json,65,27,4,LochKillerAi,NA
73,ConnectClosestMinesAi,292,2,2,4,circle.json,65,27,4,ConnectClosestMinesAi,NA
73,Futurer,317,1,3,4,circle.json,65,27,4,ddd701ad0fb541acb536083b75bfc452,0.7258233705463151
74,LochKillerAi,141,1,3,4,circle.json,65,27,4,LochKillerAi,NA
74,LochKillerAi,339,3,1,4,circle.json,65,27,4,LochKillerAi,NA
74,LochKillerAi,165,2,2,4,circle.json,65,27,4,LochKillerAi,NA
74,Futurer,326,0,4,4,circle.json,65,27,4,a99e2bc2607541d09461ff01a7f107da,1.7667594656482635
75,LochKillerAi,7835,3,5,8,tube.json,386,301,5,LochKillerAi,NA
75,LochKillerAi,1439,0,8,8,tube.json,386,301,5,LochKillerAi,NA
75,ConnectClosestMinesAi,5852,4,4,8,tube.json,386,301,5,ConnectClosestMinesAi,NA
